,Model,Model_Name,Train_Test,MAPE,RMSE,R2,Adj. R2,Features_used
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.01, max_delta_step=0, max_depth=3,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=600, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.09473425086833964,21836.138382037083,0.9165732682125954,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.01, max_delta_step=0, max_depth=3,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=600, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.1066570235594847,27602.766676293602,0.84529910518253,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.01, max_delta_step=0, max_depth=3,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.09274506400239281,21034.752650648334,0.9225844196669861,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.01, max_delta_step=0, max_depth=3,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.1062129619267316,27412.699710528443,0.8474222471630645,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=5,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.034788815049480476,7096.92398004786,0.9911876069101523,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=5,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.09800754056529076,26169.488815813584,0.8609477323287944,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=4,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=900, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.04623143190594044,9462.285537846032,0.9843344497678506,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=4,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=900, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.0953041694365858,25441.243155513333,0.8685791552264216,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=4,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=900, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST-DATA,0.08486791397389577,20197.581610335394,0.9255585208794976,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=5,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TRAIN,0.034788815049480476,7096.92398004786,0.9911876069101523,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
0,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.02, max_delta_step=0, max_depth=5,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=700, n_jobs=0, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",XGBRegressor,TEST,0.09800754056529076,26169.488815813584,0.8609477323287944,NA,"['TotalBsmtSF', 'GrLivArea', 'GarageArea', 'OverallQual', 'ExterQual', 'BsmtQual', 'HeatingQC', 'KitchenQual', 'Exterior1st_VinylSd', 'Foundation_PConc', 'FullBath_1', 'GarageCars_1', 'GarageCars_3', 'GarageFinish_Unf', 'GarageType_Attchd', 'GarageType_Detchd', 'MSSubClass_60', 'MSSubClass_20', 'HouseStyle_1Story', '2ndFlrSF', 'GarageFinish_NA', 'GarageType_NA', 'Exterior2nd_AsphShn', 'Exterior1st_CBlock', 'LotArea', 'MasVnrArea', 'BsmtFinSF1', 'lastConstruction', 'BsmtFinType1', 'Fireplaces', 'Electrical_FuseP', 'Exterior1st_AsphShn', 'Exterior1st_BrkFace', 'Exterior1st_CemntBd', 'Exterior1st_WdShing', 'Exterior2nd_Brk Cmn', 'Foundation_CBlock', 'Exterior2nd_Wd Shng', 'HalfBath_1', 'HouseStyle_2.5Unf', 'HouseStyle_SFoyer', 'MSSubClass_180', 'MSSubClass_75', 'MSSubClass_90', 'MasVnrType_None', 'Neighborhood_MeadowV', 'Neighborhood_NPkVill', 'Neighborhood_NridgHt', 'SaleCondition_Normal', 'SaleType_New', 'SaleType_WD', 'SaleType_ConLw', 'Neighborhood_Blueste']"
